Data;Taxa (% a.a.);Fator diário;Financeiro (R$);Operações;Média;Mediana;Moda;Desvio padrão;Índice de curtose
07/01/2021;1,9;1,00007469;1.363.521.268.020,54;757;1,9;1,89;1,9;0,013;595,293
06/01/2021;1,9;1,00007469;1.337.478.087.763,12;718;1,9;1,89;1,9;0,013;658,592
05/01/2021;1,9;1,00007469;1.346.194.497.574,83;763;1,9;1,89;1,9;0,015;434,371
04/01/2021;1,9;1,00007469;1.295.255.063.257,52;962;1,9;1,89;1,9;0,019;200,414
31/12/2020;1,9;1,00007469;974.693.250.614,40;152;1,9;1,9;1,9;0,008;355,878
30/12/2020;1,9;1,00007469;991.031.161.544,91;190;1,9;1,9;1,9;0,011;189,893
29/12/2020;1,9;1,00007469;1.143.215.993.741,25;934;1,9;1,89;1,9;0,016;378,57
28/12/2020;1,9;1,00007469;1.139.245.376.297,76;955;1,9;1,89;1,9;0,016;396,857
24/12/2020;1,9;1,00007469;963.329.576.034,39;230;1,9;1,9;1,9;0,012;294,406
23/12/2020;1,9;1,00007469;986.719.680.580,30;280;1,9;1,9;1,9;0,01;256,672
22/12/2020;1,9;1,00007469;1.123.715.266.019,84;930;1,9;1,89;1,9;0,015;409,201
21/12/2020;1,9;1,00007469;1.131.391.543.646,63;878;1,9;1,89;1,9;0,015;431,218
18/12/2020;1,9;1,00007469;1.168.487.989.652,36;800;1,9;1,89;1,9;0,014;455,53
17/12/2020;1,9;1,00007469;1.205.944.409.444,34;845;1,9;1,89;1,9;0,014;512,238
16/12/2020;1,9;1,00007469;1.212.662.374.842,57;816;1,9;1,89;1,9;0,014;614,574
15/12/2020;1,9;1,00007469;1.233.105.809.213,90;806;1,9;1,89;1,9;0,014;529,805
14/12/2020;1,9;1,00007469;1.210.420.497.952,12;810;1,9;1,89;1,9;0,014;439,852
11/12/2020;1,9;1,00007469;1.213.308.307.497,25;857;1,9;1,89;1,9;0,015;378,247
10/12/2020;1,9;1,00007469;1.315.351.937.157,14;768;1,9;1,89;1,9;0,013;476,119
09/12/2020;1,9;1,00007469;877.891.486.771,56;1043;1,9;1,89;1,9;0,018;276,748
08/12/2020;1,9;1,00007469;870.262.948.286,06;1033;1,9;1,89;1,9;0,016;358,599
07/12/2020;1,9;1,00007469;887.380.003.844,01;1026;1,9;1,89;1,9;0,016;362,296
04/12/2020;1,9;1,00007469;861.871.125.409,10;1048;1,9;1,89;1,9;0,018;247,389
03/12/2020;1,9;1,00007469;912.279.333.342,31;1052;1,9;1,89;1,9;0,015;426,616
02/12/2020;1,9;1,00007469;889.529.265.408,42;1056;1,9;1,89;1,9;0,017;327,639
01/12/2020;1,9;1,00007469;908.475.439.692,28;1023;1,9;1,89;1,9;0,018;282,339
30/11/2020;1,9;1,00007469;872.654.831.961,41;1033;1,9;1,89;1,9;0,016;394,774
27/11/2020;1,9;1,00007469;892.583.801.377,70;1065;1,9;1,89;1,9;0,016;378,567
26/11/2020;1,9;1,00007469;935.868.010.433,06;1079;1,9;1,89;1,9;0,017;298,304
25/11/2020;1,9;1,00007469;959.134.039.724,77;1056;1,9;1,89;1,9;0,015;473,859
24/11/2020;1,9;1,00007469;980.578.978.376,10;1047;1,9;1,89;1,9;0,016;350,791
23/11/2020;1,9;1,00007469;973.401.919.008,28;1099;1,9;1,89;1,9;0,015;404,942
20/11/2020;1,9;1,00007469;944.991.250.266,14;1044;1,9;1,89;1,9;0,016;355,397
19/11/2020;1,9;1,00007469;988.761.124.730,07;1053;1,9;1,89;1,9;0,015;509,923
18/11/2020;1,9;1,00007469;991.229.835.773,34;1016;1,9;1,89;1,9;0,015;462,368
17/11/2020;1,9;1,00007469;1.015.090.296.891,08;1062;1,9;1,89;1,9;0,015;523,863
16/11/2020;1,9;1,00007469;1.008.295.042.343,69;1050;1,9;1,89;1,9;0,016;425,177
13/11/2020;1,9;1,00007469;1.003.426.699.302,74;1118;1,9;1,89;1,9;0,015;464,779
12/11/2020;1,9;1,00007469;1.041.291.718.630,72;1066;1,9;1,89;1,9;0,015;418,025
11/11/2020;1,9;1,00007469;1.041.385.993.938,14;1045;1,9;1,89;1,9;0,014;543,501
10/11/2020;1,9;1,00007469;1.041.137.454.655,44;861;1,9;1,89;1,9;0,014;479,817
09/11/2020;1,9;1,00007469;1.029.101.041.182,58;1039;1,9;1,89;1,9;0,015;389,622
06/11/2020;1,9;1,00007469;1.015.844.904.641,93;928;1,9;1,89;1,9;0,014;514,02
05/11/2020;1,9;1,00007469;1.049.813.367.463,64;845;1,9;1,89;1,9;0,013;611,488
04/11/2020;1,9;1,00007469;1.064.751.663.292,48;843;1,9;1,89;1,9;0,013;547,201
03/11/2020;1,9;1,00007469;1.063.994.954.612,07;851;1,9;1,89;1,9;0,014;519,71
30/10/2020;1,9;1,00007469;1.040.701.563.727,46;1036;1,9;1,89;1,9;0,016;349,546
29/10/2020;1,9;1,00007469;1.085.692.460.887,25;949;1,9;1,89;1,9;0,015;425,943
28/10/2020;1,9;1,00007469;683.430.094.546,32;1058;1,9;1,89;1,9;0,018;305,711
27/10/2020;1,9;1,00007469;693.797.580.759,66;994;1,9;1,89;1,9;0,018;314,318
26/10/2020;1,9;1,00007469;696.321.478.217,63;1021;1,9;1,89;1,9;0,017;341,13
23/10/2020;1,9;1,00007469;702.161.927.262,27;1024;1,9;1,89;1,9;0,018;345,535
22/10/2020;1,9;1,00007469;749.371.140.235,96;1041;1,9;1,89;1,9;0,018;296,874
21/10/2020;1,9;1,00007469;748.185.215.693,31;1045;1,9;1,89;1,9;0,021;469,85
20/10/2020;1,9;1,00007469;825.588.148.228,85;1057;1,9;1,89;1,9;0,018;618,615
19/10/2020;1,9;1,00007469;814.409.473.483,95;1060;1,9;1,89;1,9;0,019;774,871
16/10/2020;1,9;1,00007469;815.366.295.960,16;1061;1,9;1,89;1,9;0,018;546,379
15/10/2020;1,9;1,00007469;862.403.798.793,14;1042;1,9;1,89;1,9;0,019;384,619
14/10/2020;1,9;1,00007469;873.511.806.004,61;1094;1,9;1,89;1,9;0,02;294,38
13/10/2020;1,9;1,00007469;879.429.497.126,78;1065;1,9;1,89;1,9;0,02;327,169
09/10/2020;1,9;1,00007469;879.932.036.818,50;1089;1,9;1,89;1,9;0,017;607,816
08/10/2020;1,9;1,00007469;919.247.154.587,42;1051;1,9;1,89;1,9;0,017;644,085
07/10/2020;1,9;1,00007469;912.435.614.006,73;1108;1,9;1,89;1,9;0,017;693,627
06/10/2020;1,9;1,00007469;912.316.255.478,79;1060;1,9;1,89;1,9;0,014;449,886
05/10/2020;1,9;1,00007469;913.789.935.395,53;1001;1,9;1,89;1,9;0,014;482,662
02/10/2020;1,9;1,00007469;897.621.007.153,98;1115;1,9;1,89;1,9;0,018;519,894
01/10/2020;1,9;1,00007469;905.858.162.248,24;1078;1,9;1,89;1,9;0,018;307,095
30/09/2020;1,9;1,00007469;725.738.733.384,22;948;1,9;1,89;1,9;0,022;234,052
29/09/2020;1,9;1,00007469;722.354.892.521,57;994;1,9;1,89;1,9;0,019;301,054
28/09/2020;1,9;1,00007469;737.718.501.915,55;1008;1,9;1,89;1,9;0,019;428,763
25/09/2020;1,9;1,00007469;736.518.910.932,09;1016;1,9;1,89;1,9;0,017;515,188
24/09/2020;1,9;1,00007469;794.513.077.550,97;1041;1,9;1,89;1,9;0,017;459,958
23/09/2020;1,9;1,00007469;790.477.847.268,59;1008;1,9;1,89;1,9;0,017;582,26
22/09/2020;1,9;1,00007469;792.269.626.966,33;1006;1,9;1,89;1,9;0,016;578,49
21/09/2020;1,9;1,00007469;777.831.938.528,76;999;1,9;1,89;1,9;0,017;428,704
18/09/2020;1,9;1,00007469;779.989.355.281,02;1029;1,9;1,89;1,9;0,016;488,813
17/09/2020;1,9;1,00007469;835.410.962.869,46;1008;1,9;1,89;1,9;0,021;484,506
16/09/2020;1,9;1,00007469;828.494.855.379,75;1013;1,9;1,89;1,9;0,017;479,601
15/09/2020;1,9;1,00007469;844.804.888.601,88;999;1,9;1,89;1,9;0,017;608,246
14/09/2020;1,9;1,00007469;838.342.283.129,19;984;1,9;1,89;1,9;0,017;488,342
11/09/2020;1,9;1,00007469;833.138.946.866,38;949;1,9;1,89;1,9;0,017;573,345
10/09/2020;1,9;1,00007469;884.335.061.123,92;972;1,9;1,89;1,9;0,016;524,811
09/09/2020;1,9;1,00007469;862.441.324.271,68;1011;1,9;1,89;1,9;0,019;401,015
08/09/2020;1,9;1,00007469;857.462.421.984,05;964;1,9;1,89;1,9;0,015;400,505
04/09/2020;1,9;1,00007469;846.966.290.427,22;995;1,9;1,9;1,9;0,018;389,547
03/09/2020;1,9;1,00007469;892.027.857.247,26;989;1,9;1,89;1,9;0,016;713,816
02/09/2020;1,9;1,00007469;894.876.117.510,37;1001;1,9;1,89;1,9;0,016;718
01/09/2020;1,9;1,00007469;859.678.751.282,68;983;1,9;1,89;1,9;0,019;509,819
31/08/2020;1,9;1,00007469;730.260.821.825,90;992;1,9;1,89;1,9;0,019;345,206
28/08/2020;1,9;1,00007469;760.358.450.937,31;978;1,9;1,89;1,9;0,017;612,3
27/08/2020;1,9;1,00007469;802.945.034.388,57;929;1,9;1,89;1,9;0,017;630,783
26/08/2020;1,9;1,00007469;736.324.796.422,44;957;1,9;1,89;1,9;0,017;552,351
25/08/2020;1,9;1,00007469;765.462.744.607,64;941;1,9;1,89;1,9;0,016;649,111
24/08/2020;1,9;1,00007469;773.156.717.951,79;944;1,9;1,89;1,9;0,016;632,518
21/08/2020;1,9;1,00007469;776.763.538.418,68;978;1,9;1,89;1,9;0,016;741,296
20/08/2020;1,9;1,00007469;827.053.374.619,06;975;1,9;1,89;1,9;0,017;631,184
19/08/2020;1,9;1,00007469;825.743.815.206,69;930;1,9;1,89;1,9;0,017;586,696
18/08/2020;1,9;1,00007469;831.848.113.394,22;1001;1,9;1,89;1,9;0,018;553,711
17/08/2020;1,9;1,00007469;807.407.069.444,79;997;1,9;1,89;1,9;0,019;633,536
14/08/2020;1,9;1,00007469;684.105.271.155,57;1008;1,9;1,89;1,9;0,019;671,009
13/08/2020;1,9;1,00007469;754.949.257.912,83;930;1,9;1,89;1,9;0,016;723,613
12/08/2020;1,9;1,00007469;757.387.051.957,58;929;1,9;1,89;1,9;0,017;1.038,42
11/08/2020;1,9;1,00007469;781.185.176.605,33;946;1,9;1,89;1,9;0,017;568,776
10/08/2020;1,9;1,00007469;747.035.734.316,13;954;1,9;1,89;1,9;0,017;455,734
07/08/2020;1,9;1,00007469;705.242.237.583,83;970;1,9;1,89;1,9;0,019;557,509
06/08/2020;1,9;1,00007469;730.068.875.095,92;947;1,9;1,89;1,9;0,017;569,113
05/08/2020;2,15;1,00008442;844.856.051.606,14;853;2,15;2,14;2,15;0,016;708,147
04/08/2020;2,15;1,00008442;837.856.749.630,81;885;2,15;2,14;2,15;0,016;496,275
03/08/2020;2,15;1,00008442;805.400.541.399,75;902;2,15;2,14;2,15;0,019;516,031
31/07/2020;2,15;1,00008442;746.267.579.054,83;915;2,15;2,14;2,15;0,02;454,298
30/07/2020;2,15;1,00008442;820.797.775.870,41;889;2,15;2,14;2,15;0,016;783,824
29/07/2020;2,15;1,00008442;852.757.994.398,35;902;2,15;2,14;2,15;0,016;719,637
28/07/2020;2,15;1,00008442;849.947.839.230,71;910;2,15;2,14;2,15;0,017;658,367
27/07/2020;2,15;1,00008442;858.505.761.837,29;977;2,15;2,14;2,15;0,021;231,479
24/07/2020;2,15;1,00008442;845.406.603.596,87;961;2,15;2,14;2,15;0,017;491,9
23/07/2020;2,15;1,00008442;869.806.472.814;910;2,15;2,14;2,15;0,017;772,436
22/07/2020;2,15;1,00008442;877.668.398.172,03;905;2,15;2,14;2,15;0,017;616,899
21/07/2020;2,15;1,00008442;894.799.587.558,14;899;2,15;2,14;2,15;0,016;631,709
20/07/2020;2,15;1,00008442;932.605.342.113,68;775;2,15;2,14;2,15;0,016;707,158
17/07/2020;2,15;1,00008442;889.854.370.236,32;942;2,15;2,14;2,15;0,016;725,073
16/07/2020;2,15;1,00008442;930.978.970.702,52;927;2,15;2,14;2,15;0,016;655,417
15/07/2020;2,15;1,00008442;945.662.330.338,20;1191;2,15;2,14;2,15;0,021;238,593
14/07/2020;2,15;1,00008442;918.078.185.402,56;819;2,15;2,14;2,15;0,016;674,753
13/07/2020;2,15;1,00008442;950.274.197.717,60;779;2,15;2,14;2,15;0,016;663,98
10/07/2020;2,15;1,00008442;956.230.790.754,54;782;2,15;2,14;2,15;0,014;910,451
09/07/2020;2,15;1,00008442;953.825.122.159,43;788;2,15;2,14;2,15;0,014;939,046
08/07/2020;2,15;1,00008442;982.862.212.051,11;787;2,15;2,14;2,15;0,014;850,656
07/07/2020;2,15;1,00008442;979.147.759.719,30;937;2,15;2,14;2,15;0,017;520,043
06/07/2020;2,15;1,00008442;952.423.653.646,65;814;2,15;2,14;2,15;0,016;724,008
03/07/2020;2,15;1,00008442;945.859.246.851,32;808;2,15;2,14;2,15;0,015;822,989
02/07/2020;2,15;1,00008442;979.790.832.137,08;926;2,15;2,14;2,15;0,017;947,015
01/07/2020;2,15;1,00008442;977.609.376.870,90;1032;2,15;2,14;2,15;0,018;422,145
30/06/2020;2,15;1,00008442;640.141.994.955,61;902;2,15;2,14;2,15;0,02;266,527
29/06/2020;2,15;1,00008442;648.729.668.845,99;924;2,15;2,14;2,15;0,02;217,991
26/06/2020;2,15;1,00008442;612.054.231.399,34;949;2,15;2,14;2,15;0,017;456,299
25/06/2020;2,15;1,00008442;621.035.033.845,96;940;2,15;2,14;2,15;0,018;561,223
24/06/2020;2,15;1,00008442;611.496.299.607,63;933;2,15;2,14;2,15;0,018;517,949
23/06/2020;2,15;1,00008442;620.104.991.413,87;924;2,15;2,14;2,15;0,021;410,36
22/06/2020;2,15;1,00008442;625.056.823.099,01;927;2,15;2,14;2,15;0,018;446,8
19/06/2020;2,15;1,00008442;638.721.241.971,87;941;2,15;2,14;2,15;0,019;541,379
18/06/2020;2,15;1,00008442;643.101.129.648,19;946;2,15;2,14;2,15;0,061;138,5
17/06/2020;2,9;1,00011345;744.223.179.607,25;905;2,9;2,89;2,9;0,025;702,701
16/06/2020;2,9;1,00011345;735.566.031.298,31;906;2,9;2,89;2,9;0,021;461,141
15/06/2020;2,9;1,00011345;716.672.148.666,58;937;2,9;2,89;2,9;0,023;706,473
12/06/2020;2,9;1,00011345;694.049.989.458,85;951;2,9;2,89;2,9;0,018;545,651
10/06/2020;2,9;1,00011345;720.885.159.053,36;922;2,9;2,89;2,9;0,019;576,272
09/06/2020;2,9;1,00011345;722.706.908.818,95;913;2,9;2,89;2,9;0,019;586,83
08/06/2020;2,9;1,00011345;722.345.642.609,53;937;2,9;2,89;2,9;0,019;513,506
05/06/2020;2,9;1,00011345;723.012.212.164,11;1000;2,9;2,89;2,9;0,021;263,643
04/06/2020;2,9;1,00011345;727.588.311.541,31;914;2,9;2,89;2,9;0,019;533,325
03/06/2020;2,9;1,00011345;742.981.541.454,44;941;2,9;2,89;2,9;0,017;510,527
02/06/2020;2,9;1,00011345;741.330.817.287;933;2,9;2,89;2,9;0,019;490,997
01/06/2020;2,9;1,00011345;712.970.014.227,86;886;2,9;2,89;2,9;0,021;404,305
29/05/2020;2,9;1,00011345;655.985.472.543,99;938;2,9;2,89;2,9;0,021;403,015
28/05/2020;2,9;1,00011345;689.213.465.289,93;932;2,9;2,89;2,9;0,019;425,674
27/05/2020;2,9;1,00011345;694.309.845.201,02;941;2,9;2,89;2,9;0,022;411,863
26/05/2020;2,9;1,00011345;720.557.175.251,71;943;2,9;2,89;2,9;0,018;689,994
25/05/2020;2,9;1,00011345;726.960.778.864,66;950;2,9;2,89;2,9;0,019;486,39
22/05/2020;2,9;1,00011345;720.050.676.827,93;937;2,9;2,89;2,9;0,019;476,926
21/05/2020;2,9;1,00011345;757.917.010.297,70;904;2,9;2,89;2,9;0,018;599,275
20/05/2020;2,9;1,00011345;797.609.833.052,45;935;2,9;2,89;2,9;0,02;493,099
19/05/2020;2,9;1,00011345;786.622.171.085,08;956;2,9;2,89;2,9;0,018;562,331
18/05/2020;2,9;1,00011345;788.953.337.732,54;926;2,9;2,89;2,9;0,017;599,4
15/05/2020;2,9;1,00011345;793.484.776.829,85;938;2,9;2,89;2,9;0,02;503,904
14/05/2020;2,9;1,00011345;788.590.595.939,14;943;2,9;2,89;2,9;0,018;544,47
13/05/2020;2,9;1,00011345;772.561.243.994,20;1005;2,9;2,89;2,9;0,024;235,581
12/05/2020;2,9;1,00011345;754.278.097.322,32;929;2,9;2,89;2,9;0,018;629,257
11/05/2020;2,9;1,00011345;743.634.881.446,16;938;2,9;2,89;2,9;0,019;471,127
08/05/2020;2,9;1,00011345;745.756.882.831,32;940;2,9;2,89;2,9;0,018;638,15
07/05/2020;2,9;1,00011345;755.928.372.447,89;957;2,9;2,89;2,9;0,049;215,451
06/05/2020;3,65;1,00014227;836.119.412.414,98;901;3,65;3,64;3,65;0,019;657,542
05/05/2020;3,65;1,00014227;828.142.819.892,82;888;3,65;3,64;3,65;0,019;657,256
04/05/2020;3,65;1,00014227;769.382.488.419,93;944;3,65;3,64;3,65;0,022;499,238
30/04/2020;3,65;1,00014227;746.279.337.058,83;889;3,65;3,64;3,65;0,022;387,947
29/04/2020;3,65;1,00014227;778.684.488.216,90;953;3,65;3,64;3,65;0,02;424,804
28/04/2020;3,65;1,00014227;797.743.135.745,90;917;3,65;3,64;3,65;0,024;405,737
27/04/2020;3,65;1,00014227;804.386.943.268,39;909;3,65;3,64;3,65;0,02;587,373
24/04/2020;3,65;1,00014227;785.594.533.336,19;900;3,65;3,64;3,65;0,018;504,225
23/04/2020;3,65;1,00014227;801.055.239.969,70;816;3,65;3,64;3,65;0,017;747,411
22/04/2020;3,65;1,00014227;788.202.019.429,26;913;3,65;3,64;3,65;0,019;530,523
20/04/2020;3,65;1,00014227;801.422.346.771,32;839;3,65;3,64;3,65;0,017;600,102
17/04/2020;3,65;1,00014227;800.394.220.667,01;835;3,65;3,64;3,65;0,019;692,925
16/04/2020;3,65;1,00014227;815.086.965.513,66;820;3,65;3,64;3,65;0,02;599,14
15/04/2020;3,65;1,00014227;802.880.352.686,62;846;3,65;3,64;3,65;0,02;531,538
14/04/2020;3,65;1,00014227;794.161.791.862,04;893;3,65;3,64;3,65;0,02;432,019
13/04/2020;3,65;1,00014227;765.286.412.687,31;857;3,65;3,64;3,65;0,017;629,23
09/04/2020;3,65;1,00014227;778.485.242.829,17;845;3,65;3,64;3,65;0,018;707,149
08/04/2020;3,65;1,00014227;793.778.140.913,87;756;3,65;3,64;3,65;0,016;750,573
07/04/2020;3,65;1,00014227;787.810.001.723,27;839;3,65;3,64;3,65;0,017;705,222
06/04/2020;3,65;1,00014227;777.221.747.312,85;913;3,65;3,64;3,65;0,022;302,436
03/04/2020;3,65;1,00014227;793.775.660.805,69;863;3,65;3,64;3,65;0,017;344,426
02/04/2020;3,65;1,00014227;803.678.846.183,62;822;3,65;3,64;3,65;0,02;438,789
01/04/2020;3,65;1,00014227;805.415.752.393,59;853;3,65;3,64;3,65;0,022;307,23
31/03/2020;3,65;1,00014227;609.040.609.030,45;891;3,65;3,64;3,65;0,027;232,712
30/03/2020;3,65;1,00014227;632.032.829.644,52;903;3,65;3,64;3,65;0,024;326,683
27/03/2020;3,65;1,00014227;564.402.380.363,43;923;3,65;3,64;3,65;0,034;276,605
26/03/2020;3,65;1,00014227;566.666.815.232,44;912;3,65;3,64;3,65;0,024;306,132
25/03/2020;3,65;1,00014227;584.584.063.865,78;1000;3,65;3,64;3,65;0,022;233,85
24/03/2020;3,65;1,00014227;587.695.778.829,66;927;3,65;3,64;3,65;0,021;356,31
23/03/2020;3,65;1,00014227;591.514.647.672,50;895;3,65;3,64;3,65;0,022;377,927
20/03/2020;3,65;1,00014227;621.266.642.639,52;945;3,65;3,64;3,65;0,025;235,748
19/03/2020;3,65;1,00014227;663.853.698.847,99;916;3,65;3,64;3,65;0,025;460,128
18/03/2020;4,15;1,00016137;566.773.981.358,57;895;4,15;4,14;4,15;0,04;201,16
17/03/2020;4,15;1,00016137;568.171.568.496,52;878;4,14;4,14;4,15;0,044;187,544
16/03/2020;4,15;1,00016137;552.202.754.563,60;940;4,15;4,14;4,15;0,044;186,321
13/03/2020;4,15;1,00016137;512.963.246.587,18;891;4,15;4,14;4,15;0,031;353,652
12/03/2020;4,15;1,00016137;497.269.438.748,29;922;4,15;4,14;4,15;0,033;393,294
11/03/2020;4,15;1,00016137;491.952.861.220,08;961;4,14;4,14;4,15;0,059;120,788
10/03/2020;4,15;1,00016137;513.852.657.661,07;881;4,14;4,14;4,15;0,052;145,341
09/03/2020;4,15;1,00016137;493.062.301.509,21;911;4,15;4,14;4,15;0,032;297,888
06/03/2020;4,15;1,00016137;470.351.360.749,36;934;4,15;4,14;4,15;0,028;565,328
05/03/2020;4,15;1,00016137;479.643.448.136,10;927;4,15;4,14;4,15;0,05;150,709
04/03/2020;4,15;1,00016137;472.399.475.641,27;886;4,15;4,14;4,15;0,02;298,391
03/03/2020;4,15;1,00016137;465.893.863.314,12;877;4,15;4,14;4,15;0,025;283,429
02/03/2020;4,15;1,00016137;466.167.927.364,49;960;4,15;4,14;4,15;0,029;192,239
28/02/2020;4,15;1,00016137;342.534.975.848,76;989;4,14;4,14;4,15;0,03;366,495
27/02/2020;4,15;1,00016137;350.786.986.239,03;973;4,15;4,14;4,15;0,023;389,041
26/02/2020;4,15;1,00016137;339.419.708.242,63;900;4,15;4,14;4,15;0,024;331,081
21/02/2020;4,15;1,00016137;353.373.831.338,99;946;4,15;4,14;4,15;0,029;376,683
20/02/2020;4,15;1,00016137;397.585.551.983,53;923;4,15;4,14;4,15;0,023;235,118
19/02/2020;4,15;1,00016137;400.548.129.939,36;914;4,15;4,14;4,15;0,023;498,748
18/02/2020;4,15;1,00016137;390.220.697.951,93;946;4,15;4,14;4,15;0,021;404,851
17/02/2020;4,15;1,00016137;387.740.373.620,10;965;4,15;4,14;4,15;0,021;369,639
14/02/2020;4,15;1,00016137;351.979.061.246,77;972;4,15;4,14;4,15;0,026;213,31
13/02/2020;4,15;1,00016137;366.307.344.323,33;936;4,15;4,14;4,15;0,022;293,93
12/02/2020;4,15;1,00016137;373.324.322.444,83;931;4,15;4,14;4,15;0,022;406,411
11/02/2020;4,15;1,00016137;373.740.201.287,72;944;4,15;4,14;4,15;0,03;300,871
10/02/2020;4,15;1,00016137;365.006.285.027,08;979;4,15;4,14;4,15;0,024;228,666
07/02/2020;4,15;1,00016137;329.245.408.796,92;932;4,15;4,14;4,15;0,023;216,407
06/02/2020;4,15;1,00016137;326.086.143.899,92;929;4,15;4,14;4,15;0,023;196,384
05/02/2020;4,4;1,00017089;363.826.432.059,77;897;4,4;4,39;4,4;0,025;252,825
04/02/2020;4,4;1,00017089;355.705.324.658,25;950;4,39;4,39;4,4;0,039;159,839
03/02/2020;4,4;1,00017089;348.485.161.929,03;945;4,39;4,39;4,4;0,034;155,417
31/01/2020;4,4;1,00017089;347.692.729.589;1011;4,39;4,39;4,4;0,036;116,294
30/01/2020;4,4;1,00017089;413.636.846.035,36;938;4,4;4,39;4,4;0,02;287,608
29/01/2020;4,4;1,00017089;395.547.264.645;937;4,4;4,39;4,4;0,022;375,677
28/01/2020;4,4;1,00017089;376.554.922.605,24;952;4,4;4,39;4,4;0,024;169,68
27/01/2020;4,4;1,00017089;382.355.279.850,40;937;4,4;4,39;4,4;0,02;240,467
24/01/2020;4,4;1,00017089;386.669.675.503,27;941;4,4;4,39;4,4;0,029;304,339
23/01/2020;4,4;1,00017089;405.861.031.219,63;927;4,4;4,39;4,4;0,018;338,256
22/01/2020;4,4;1,00017089;409.720.295.874,46;903;4,4;4,39;4,4;0,02;262,046
21/01/2020;4,4;1,00017089;416.453.823.377,59;924;4,4;4,39;4,4;0,019;343,687
20/01/2020;4,4;1,00017089;444.075.351.789,12;899;4,4;4,39;4,4;0,019;358,212
17/01/2020;4,4;1,00017089;447.606.944.854,35;916;4,4;4,39;4,4;0,03;350,424
16/01/2020;4,4;1,00017089;463.968.531.192,38;895;4,4;4,39;4,4;0,02;261,046
15/01/2020;4,4;1,00017089;465.305.848.215,58;938;4,4;4,39;4,4;0,035;224,216
14/01/2020;4,4;1,00017089;463.517.887.482,83;934;4,4;4,39;4,4;0,02;320,179
13/01/2020;4,4;1,00017089;454.938.917.550,58;889;4,4;4,39;4,4;0,028;227,886
10/01/2020;4,4;1,00017089;453.024.576.792;962;4,4;4,39;4,4;0,023;339,048
09/01/2020;4,4;1,00017089;464.317.169.249,48;937;4,4;4,39;4,4;0,034;276,464
08/01/2020;4,4;1,00017089;453.552.991.866,18;909;4,4;4,39;4,4;0,031;220,995
07/01/2020;4,4;1,00017089;454.986.860.796,62;898;4,4;4,39;4,4;0,03;242,463
06/01/2020;4,4;1,00017089;445.394.323.834,72;895;4,4;4,39;4,4;0,028;218,248
03/01/2020;4,4;1,00017089;441.830.394.652,83;897;4,4;4,39;4,4;0,028;224,652
02/01/2020;4,4;1,00017089;441.727.101.590,57;916;4,4;4,39;4,4;0,039;140,626
